"otu"	"tax"	"sim"
"183614"	"SCOR.D2.85m.DNA_518583"	32940	99
"183661"	"SCOR.D2.85m.DNA_518630"	35841	100
"183756"	"SCOR.D2.85m.DNA_518721"	12385	100
"183781"	"SCOR.D2.85m.DNA_518745"	28241	99.16
"183878"	"SCOR.D2.85m.DNA_518842"	27885	98.41
"183912"	"SCOR.D2.85m.DNA_518876"	12385	100
"183927"	"SCOR.D2.85m.DNA_518891"	30591	99.76
"183930"	"SCOR.D2.85m.DNA_518894"	28241	99.18
"183963"	"SCOR.D2.85m.DNA_518926"	26650	99.49
"183980"	"SCOR.D2.85m.DNA_518943"	42840	99.79
"183983"	"SCOR.D2.85m.DNA_518946"	12385	99.35
"184027"	"SCOR.D2.85m.DNA_518988"	26650	99.21
"184084"	"SCOR.D2.85m.DNA_519042"	12385	99.59
"184210"	"SCOR.D2.85m.DNA_519164"	39646	98.74
"184211"	"SCOR.D2.85m.DNA_519165"	26650	100
"184213"	"SCOR.D2.85m.DNA_519167"	39646	98.95
"184215"	"SCOR.D2.85m.DNA_519169"	23633	99.16
"184272"	"SCOR.D2.85m.DNA_519224"	27885	99.01
"184280"	"SCOR.D2.85m.DNA_519232"	28241	99.59
"184304"	"SCOR.D2.85m.DNA_519256"	32940	96.6
"184312"	"SCOR.D2.85m.DNA_519264"	2962	100
"184368"	"SCOR.D2.85m.DNA_519318"	27885	99.8
"184390"	"SCOR.D2.85m.DNA_519340"	13270	99.6
"184453"	"SCOR.D2.85m.DNA_519402"	18459	99.8
"184475"	"SCOR.D2.85m.DNA_519424"	41856	98.11
"184498"	"SCOR.D2.85m.DNA_519447"	4362	99.59
"184571"	"SCOR.D2.85m.DNA_519517"	32940	96.59
"184587"	"SCOR.D2.85m.DNA_519533"	13270	100
"184588"	"SCOR.D2.85m.DNA_519534"	12385	100
"184589"	"SCOR.D2.85m.DNA_519535"	41856	98.52
"184598"	"SCOR.D2.85m.DNA_519544"	2274	100
"184624"	"SCOR.D2.85m.DNA_519569"	23633	97.23
"184638"	"SCOR.D2.85m.DNA_519581"	12385	98.97
"184764"	"SCOR.D2.85m.DNA_519707"	2274	99.2
"184768"	"SCOR.D2.85m.DNA_519711"	17547	99.76
"184775"	"SCOR.D2.85m.DNA_519718"	17737	98.92
"184791"	"SCOR.D2.85m.DNA_519734"	10460	98.83
"184907"	"SCOR.D2.85m.DNA_519847"	4362	98.84
"184923"	"SCOR.D2.85m.DNA_519863"	19082	97.13
"184930"	"SCOR.D2.85m.DNA_519870"	2274	100
"184995"	"SCOR.D2.85m.DNA_519936"	10939	98.56
"185033"	"SCOR.D2.85m.DNA_519974"	13270	99.8
"185035"	"SCOR.D2.85m.DNA_519976"	28241	99.59
"185124"	"SCOR.D2.85m.DNA_520065"	32070	99.38
"185157"	"SCOR.D2.85m.DNA_520097"	8780	99.79
"185158"	"SCOR.D2.85m.DNA_520098"	13270	99.6
"185166"	"SCOR.D2.85m.DNA_520106"	28241	98.71
"185187"	"SCOR.D2.85m.DNA_520126"	19082	99.6
"185275"	"SCOR.D2.85m.DNA_520214"	2274	99.76
"185322"	"SCOR.D2.85m.DNA_520260"	26650	99.8
"185346"	"SCOR.D2.85m.DNA_520284"	2274	100
"185449"	"SCOR.D2.85m.DNA_520383"	26650	99.77
"185452"	"SCOR.D2.85m.DNA_520386"	39646	99.37
"185468"	"SCOR.D2.85m.DNA_520402"	42840	98.61
"185488"	"SCOR.D2.85m.DNA_520422"	28241	99.59
"185498"	"SCOR.D2.85m.DNA_520429"	10460	98.97
"185505"	"SCOR.D2.85m.DNA_520436"	35162	99.18
"185507"	"SCOR.D2.85m.DNA_520438"	19082	99.6
"185521"	"SCOR.D2.85m.DNA_520452"	27885	99.31
"185583"	"SCOR.D2.85m.DNA_520515"	28241	99.17
"185656"	"SCOR.D2.85m.DNA_520586"	26650	99.4
"185667"	"SCOR.D2.85m.DNA_520597"	23633	99.58
"185690"	"SCOR.D2.85m.DNA_520620"	23633	99.02
"185717"	"SCOR.D2.85m.DNA_520645"	35841	100
"185804"	"SCOR.D2.85m.DNA_520731"	23633	99.16
"185815"	"SCOR.D2.85m.DNA_520742"	32940	99.4
"185905"	"SCOR.D2.85m.DNA_520830"	23633	99.36
"185915"	"SCOR.D2.85m.DNA_520840"	42773	99.58
"186042"	"SCOR.D2.85m.DNA_520965"	17547	100
"186057"	"SCOR.D2.85m.DNA_520979"	41856	99.37
"186090"	"SCOR.D2.85m.DNA_521011"	35162	99.4
"186099"	"SCOR.D2.85m.DNA_521019"	12385	98.95
"186101"	"SCOR.D2.85m.DNA_521021"	28241	99.38
"186129"	"SCOR.D2.85m.DNA_521049"	27885	99.41
"186182"	"SCOR.D2.85m.DNA_521101"	2274	100
"186235"	"SCOR.D2.85m.DNA_521151"	23633	98.51
"186347"	"SCOR.D2.85m.DNA_521260"	2274	99.76
"186356"	"SCOR.D2.85m.DNA_521269"	30591	99.11
"186442"	"SCOR.D2.85m.DNA_521355"	8780	99.08
"186452"	"SCOR.D2.85m.DNA_521363"	32940	99.53
"186456"	"SCOR.D2.85m.DNA_521367"	27885	100
"186466"	"SCOR.D2.85m.DNA_521377"	23633	99.57
"186492"	"SCOR.D2.85m.DNA_521403"	23633	99.37
"186538"	"SCOR.D2.85m.DNA_521449"	30577	99.26
"186539"	"SCOR.D2.85m.DNA_521450"	2274	100
"186665"	"SCOR.D2.85m.DNA_521574"	41856	98.41
"186681"	"SCOR.D2.85m.DNA_521590"	27885	99.6
"186688"	"SCOR.D2.85m.DNA_521597"	19082	100
"186717"	"SCOR.D2.85m.DNA_521626"	12385	98.24
"186748"	"SCOR.D2.85m.DNA_521657"	23633	99.16
"186815"	"SCOR.D2.85m.DNA_521724"	23633	99.16
"186840"	"SCOR.D2.85m.DNA_521748"	32940	96.99
"186849"	"SCOR.D2.85m.DNA_521757"	26650	99.04
"186883"	"SCOR.D2.85m.DNA_521790"	30591	99.53
"186885"	"SCOR.D2.85m.DNA_521792"	41856	99.37
"186896"	"SCOR.D2.85m.DNA_521803"	19082	99.58
"186918"	"SCOR.D2.85m.DNA_521825"	2274	100
"186939"	"SCOR.D2.85m.DNA_521845"	27885	99.6
"187009"	"SCOR.D2.85m.DNA_521912"	19082	99.8
"187052"	"SCOR.D2.85m.DNA_521956"	2274	98.42
"187080"	"SCOR.D2.85m.DNA_521984"	32940	99.4
"187113"	"SCOR.D2.85m.DNA_522017"	19082	100
"187162"	"SCOR.D2.85m.DNA_522066"	26650	98.81
"187195"	"SCOR.D2.85m.DNA_522099"	28241	99.38
"187229"	"SCOR.D2.85m.DNA_522132"	12385	99.32
"187271"	"SCOR.D2.85m.DNA_522175"	2962	99.57
"187332"	"SCOR.D2.85m.DNA_522235"	14519	99.8
"187420"	"SCOR.D2.85m.DNA_522317"	2274	100
"187423"	"SCOR.D2.85m.DNA_522320"	19082	99.2
"187523"	"SCOR.D2.85m.DNA_522420"	4362	97.52
"187531"	"SCOR.D2.85m.DNA_522428"	26582	98.89
"187590"	"SCOR.D2.85m.DNA_522488"	12385	99.57
"187636"	"SCOR.D2.85m.DNA_522534"	23633	97.7
"187719"	"SCOR.D2.85m.DNA_522616"	41856	98.95
"187730"	"SCOR.D2.85m.DNA_522627"	26582	98.74
"187782"	"SCOR.D2.85m.DNA_522679"	32940	96.04
"187785"	"SCOR.D2.85m.DNA_522682"	38500	99.78
"187825"	"SCOR.D2.85m.DNA_522722"	27885	100
"187828"	"SCOR.D2.85m.DNA_522725"	26650	99.78
"187837"	"SCOR.D2.85m.DNA_522733"	23633	99.16
"187877"	"SCOR.D2.85m.DNA_522771"	12385	98.97
"187922"	"SCOR.D2.85m.DNA_522816"	42840	100
"187933"	"SCOR.D2.85m.DNA_522827"	27885	99.01
"187990"	"SCOR.D2.85m.DNA_522880"	23633	98.53
"187995"	"SCOR.D2.85m.DNA_522885"	2274	99.55
"188005"	"SCOR.D2.85m.DNA_522895"	23633	99.58
"188008"	"SCOR.D2.85m.DNA_522898"	2274	99.77
"188075"	"SCOR.D2.85m.DNA_522964"	26650	99.4
"188110"	"SCOR.D2.85m.DNA_522999"	26582	98.92
"188122"	"SCOR.D2.85m.DNA_523011"	19082	99.4
"188165"	"SCOR.D2.85m.DNA_523052"	23633	97.85
"188218"	"SCOR.D2.85m.DNA_523103"	12385	100
"188234"	"SCOR.D2.85m.DNA_523119"	27885	99.8
"188290"	"SCOR.D2.85m.DNA_523175"	19082	99.38
"188309"	"SCOR.D2.85m.DNA_523194"	41856	99.16
"188329"	"SCOR.D2.85m.DNA_523214"	17737	97.72
"188352"	"SCOR.D2.85m.DNA_523237"	10460	98.61
"188443"	"SCOR.D2.85m.DNA_523328"	23633	98.21
"188490"	"SCOR.D2.85m.DNA_523371"	26650	100
"188495"	"SCOR.D2.85m.DNA_523376"	13270	100
"188524"	"SCOR.D2.85m.DNA_523405"	35162	99.2
"188551"	"SCOR.D2.85m.DNA_523432"	23633	98.48
"188566"	"SCOR.D2.85m.DNA_523446"	19082	100
"188623"	"SCOR.D2.85m.DNA_523502"	28241	99.59
"188692"	"SCOR.D2.85m.DNA_523564"	35162	99.4
"188723"	"SCOR.D2.85m.DNA_523595"	23633	98.74
"188782"	"SCOR.D2.85m.DNA_523653"	23633	97.7
"188799"	"SCOR.D2.85m.DNA_523670"	14519	99.6
"188806"	"SCOR.D2.85m.DNA_523677"	28241	99.38
"188833"	"SCOR.D2.85m.DNA_523704"	4362	99.38
"188835"	"SCOR.D2.85m.DNA_523706"	10939	98.36
"189041"	"SCOR.D2.85m.DNA_523903"	19082	99.53
"189051"	"SCOR.D2.85m.DNA_523913"	8780	99.16
"189084"	"SCOR.D2.85m.DNA_523946"	10202	97.51
"189134"	"SCOR.D2.85m.DNA_523991"	32940	99.2
"189212"	"SCOR.D2.85m.DNA_524068"	2274	99.76
"189260"	"SCOR.D2.85m.DNA_524115"	27885	99.6
"189274"	"SCOR.D2.85m.DNA_524129"	39646	98.96
"189297"	"SCOR.D2.85m.DNA_524152"	28241	99.38
"189312"	"SCOR.D2.85m.DNA_524167"	30591	99.58
"189339"	"SCOR.D2.85m.DNA_524194"	28241	98.97
"189364"	"SCOR.D2.85m.DNA_524218"	49468	99.37
"189457"	"SCOR.D2.85m.DNA_524311"	30591	99.76
"189488"	"SCOR.D2.85m.DNA_524342"	19082	99.4
"189512"	"SCOR.D2.85m.DNA_524366"	2274	98.33
"189569"	"SCOR.D2.85m.DNA_524421"	4362	99.18
"189606"	"SCOR.D2.85m.DNA_524457"	13270	98.8
"189624"	"SCOR.D2.85m.DNA_524476"	26650	99.52
"189719"	"SCOR.D2.85m.DNA_524570"	19082	98.3
"189800"	"SCOR.D2.85m.DNA_524651"	12385	99.16
"189909"	"SCOR.D2.85m.DNA_524757"	7561	98.41
"189935"	"SCOR.D2.85m.DNA_524782"	28241	99.38
"189950"	"SCOR.D2.85m.DNA_524796"	28241	99.38
"190050"	"SCOR.D2.85m.DNA_524894"	35841	99.76
"190054"	"SCOR.D2.85m.DNA_524898"	30591	100
"190085"	"SCOR.D2.85m.DNA_524929"	28241	99.38
"190098"	"SCOR.D2.85m.DNA_524943"	41856	98.31
"190186"	"SCOR.D2.85m.DNA_525030"	19082	99.4
"190232"	"SCOR.D2.85m.DNA_525074"	23633	99.16
"190259"	"SCOR.D2.85m.DNA_525100"	19082	99.6
"190269"	"SCOR.D2.85m.DNA_525110"	38500	100
"190272"	"SCOR.D2.85m.DNA_525113"	39646	98.82
"190282"	"SCOR.D2.85m.DNA_525122"	23633	98.95
"190330"	"SCOR.D2.85m.DNA_525169"	41856	99.79
"190336"	"SCOR.D2.85m.DNA_525175"	23633	100
"190447"	"SCOR.D2.85m.DNA_525286"	2274	100
"190464"	"SCOR.D2.85m.DNA_525303"	17737	96.51
"190479"	"SCOR.D2.85m.DNA_525318"	38500	99.55
"190510"	"SCOR.D2.85m.DNA_525348"	28241	98.76
"190543"	"SCOR.D2.85m.DNA_525379"	19082	99.8
"190635"	"SCOR.D2.85m.DNA_525468"	13270	99.8
"190658"	"SCOR.D2.85m.DNA_525491"	26582	98.32
"190671"	"SCOR.D2.85m.DNA_525504"	23633	97.7
"190748"	"SCOR.D2.85m.DNA_525581"	26650	99.59
"190751"	"SCOR.D2.85m.DNA_525584"	30591	99.76
"190778"	"SCOR.D2.85m.DNA_525609"	39646	98.75
"190839"	"SCOR.D2.85m.DNA_525671"	28241	98.97
"190957"	"SCOR.D2.85m.DNA_525787"	26650	99.8
"191048"	"SCOR.D2.85m.DNA_525876"	13270	99.59
"191136"	"SCOR.D2.85m.DNA_525961"	32940	99.73
"191163"	"SCOR.D2.85m.DNA_525988"	49468	98.12
"191168"	"SCOR.D2.85m.DNA_525993"	30591	98.96
"191175"	"SCOR.D2.85m.DNA_526000"	38500	99.4
"191236"	"SCOR.D2.85m.DNA_526061"	35841	99.79
"191246"	"SCOR.D2.85m.DNA_526070"	26650	99.4
"191273"	"SCOR.D2.85m.DNA_526092"	19082	99.4
"191299"	"SCOR.D2.85m.DNA_526118"	42840	99.2
"191338"	"SCOR.D2.85m.DNA_526155"	19082	99.59
"191402"	"SCOR.D2.85m.DNA_526218"	23633	99.16
"191425"	"SCOR.D2.85m.DNA_526241"	28241	99.59
"191427"	"SCOR.D2.85m.DNA_526243"	2274	100
"191467"	"SCOR.D2.85m.DNA_526283"	27885	99.26
"191588"	"SCOR.D2.85m.DNA_526403"	19082	99.4
"191692"	"SCOR.D2.85m.DNA_526504"	41856	98.36
"191709"	"SCOR.D2.85m.DNA_526521"	19082	99.01
"191733"	"SCOR.D2.85m.DNA_526544"	13270	98.81
"191755"	"SCOR.D2.85m.DNA_526567"	32940	96.43
"191756"	"SCOR.D2.85m.DNA_526568"	7561	98.52
"191786"	"SCOR.D2.85m.DNA_526598"	19082	99.6
"191820"	"SCOR.D2.85m.DNA_526632"	12385	99.35
"191863"	"SCOR.D2.85m.DNA_526672"	10939	98.19
"191924"	"SCOR.D2.85m.DNA_526729"	27885	99.24
"191977"	"SCOR.D2.85m.DNA_526782"	12385	99.06
"192105"	"SCOR.D2.85m.DNA_526909"	42840	98.76
"192110"	"SCOR.D2.85m.DNA_526914"	23633	99.16
"192137"	"SCOR.D2.85m.DNA_526941"	23633	99.79
"192156"	"SCOR.D2.85m.DNA_526958"	17737	97.31
"192234"	"SCOR.D2.85m.DNA_527028"	27885	99.8
"192242"	"SCOR.D2.85m.DNA_527036"	4362	99.59
"192244"	"SCOR.D2.85m.DNA_527038"	18459	100
"192361"	"SCOR.D2.85m.DNA_527155"	34620	97.63
"192386"	"SCOR.D2.85m.DNA_527177"	26650	99.76
"192414"	"SCOR.D2.85m.DNA_527205"	7561	98.32
"192419"	"SCOR.D2.85m.DNA_527210"	49329	98.01
"192453"	"SCOR.D2.85m.DNA_527243"	19082	98.81
"192484"	"SCOR.D2.85m.DNA_527272"	13270	99.41
"192522"	"SCOR.D2.85m.DNA_527309"	2274	100
"192569"	"SCOR.D2.85m.DNA_527356"	41856	99.16
"192584"	"SCOR.D2.85m.DNA_527371"	17737	97.9
"192683"	"SCOR.D2.85m.DNA_527468"	12385	98.22
"192690"	"SCOR.D2.85m.DNA_527475"	42840	100
"192697"	"SCOR.D2.85m.DNA_527482"	12385	98.95
"192796"	"SCOR.D2.85m.DNA_527580"	42840	99.78
"192799"	"SCOR.D2.85m.DNA_527583"	8780	98.13
"192813"	"SCOR.D2.85m.DNA_527597"	30591	100
"192827"	"SCOR.D2.85m.DNA_527611"	17737	97.93
"192835"	"SCOR.D2.85m.DNA_527619"	28241	98.16
"192858"	"SCOR.D2.85m.DNA_527642"	26650	99.52
"192870"	"SCOR.D2.85m.DNA_527654"	26650	99.2
"192897"	"SCOR.D2.85m.DNA_527681"	12385	98.17
"192910"	"SCOR.D2.85m.DNA_527694"	13270	100
"193047"	"SCOR.D2.85m.DNA_527830"	28241	98.97
"193114"	"SCOR.D2.85m.DNA_527895"	19082	100
"193240"	"SCOR.D2.85m.DNA_528019"	13270	100
"193268"	"SCOR.D2.85m.DNA_528047"	23633	98.32
"193297"	"SCOR.D2.85m.DNA_528076"	27885	99.79
"193310"	"SCOR.D2.85m.DNA_528088"	13270	99.06
"193343"	"SCOR.D2.85m.DNA_528117"	2274	100
"193357"	"SCOR.D2.85m.DNA_528131"	27885	99.39
"193372"	"SCOR.D2.85m.DNA_528146"	23633	98.7
"193412"	"SCOR.D2.85m.DNA_528186"	13270	99.6
"193495"	"SCOR.D2.85m.DNA_528269"	2962	96.29
"193533"	"SCOR.D2.85m.DNA_528307"	19082	99.8
"193630"	"SCOR.D2.85m.DNA_528403"	12385	100
"193647"	"SCOR.D2.85m.DNA_528420"	12385	98.44
"193668"	"SCOR.D2.85m.DNA_528441"	12385	98.56
"193673"	"SCOR.D2.85m.DNA_528446"	18459	99.15
"193759"	"SCOR.D2.85m.DNA_528530"	10939	98.07
"193837"	"SCOR.D2.85m.DNA_528608"	26650	99.6
"193839"	"SCOR.D2.85m.DNA_528610"	10460	98.61
"193913"	"SCOR.D2.85m.DNA_528683"	41598	98.99
"193946"	"SCOR.D2.85m.DNA_528716"	28241	99.79
"193981"	"SCOR.D2.85m.DNA_528750"	41856	99.25
"194024"	"SCOR.D2.85m.DNA_528791"	41856	99.35
"194040"	"SCOR.D2.85m.DNA_528807"	30591	99.77
"194061"	"SCOR.D2.85m.DNA_528828"	35841	100
"194151"	"SCOR.D2.85m.DNA_528917"	42840	99.77
"194186"	"SCOR.D2.85m.DNA_528952"	38500	99.6
"194230"	"SCOR.D2.85m.DNA_528995"	2274	99.77
"194272"	"SCOR.D2.85m.DNA_529036"	13270	100
"194308"	"SCOR.D2.85m.DNA_529071"	23633	99.35
"194338"	"SCOR.D2.85m.DNA_529101"	14519	99.39
"194374"	"SCOR.D2.85m.DNA_529137"	13270	99.8
"194429"	"SCOR.D2.85m.DNA_529190"	8780	99.77
"194431"	"SCOR.D2.85m.DNA_529192"	7561	98.38
"194447"	"SCOR.D2.85m.DNA_529208"	35841	99.8
"194457"	"SCOR.D2.85m.DNA_529218"	19082	100
"194515"	"SCOR.D2.85m.DNA_529275"	35841	100
"194523"	"SCOR.D2.85m.DNA_529283"	26650	100
"194524"	"SCOR.D2.85m.DNA_529284"	27885	99.79
"194527"	"SCOR.D2.85m.DNA_529287"	35841	99.13
"194538"	"SCOR.D2.85m.DNA_529298"	2274	100
"194551"	"SCOR.D2.85m.DNA_529311"	12385	98.16
"194572"	"SCOR.D2.85m.DNA_529332"	17737	97.52
"194581"	"SCOR.D2.85m.DNA_529341"	10939	96.52
"194617"	"SCOR.D2.85m.DNA_529377"	28241	99.79
"194655"	"SCOR.D2.85m.DNA_529414"	28241	99.38
"194674"	"SCOR.D2.85m.DNA_529433"	39646	99.37
"194700"	"SCOR.D2.85m.DNA_529459"	26582	100
"194771"	"SCOR.D2.85m.DNA_529528"	26650	100
"194788"	"SCOR.D2.85m.DNA_529545"	18459	99.8
"194828"	"SCOR.D2.85m.DNA_529583"	10460	99.38
"194862"	"SCOR.D2.85m.DNA_529616"	19082	99.2
"194970"	"SCOR.D2.85m.DNA_529723"	26650	100
"195034"	"SCOR.D2.85m.DNA_529787"	23633	98.53
"195082"	"SCOR.D2.85m.DNA_529835"	35841	99.79
"195189"	"SCOR.D2.85m.DNA_529940"	10939	97.79
"195211"	"SCOR.D2.85m.DNA_529962"	27885	99.4
"195324"	"SCOR.D2.85m.DNA_530071"	23633	99.58
"195352"	"SCOR.D2.85m.DNA_530100"	12385	100
"195425"	"SCOR.D2.85m.DNA_530172"	41856	99.79
"195474"	"SCOR.D2.85m.DNA_530219"	2274	98.33
"195572"	"SCOR.D2.85m.DNA_530317"	27885	99.59
"195660"	"SCOR.D2.85m.DNA_530405"	23633	99.77
"195688"	"SCOR.D2.85m.DNA_530432"	4362	99.59
"195703"	"SCOR.D2.85m.DNA_530447"	41856	99.28
"195762"	"SCOR.D2.85m.DNA_530503"	23633	97.06
"195832"	"SCOR.D2.85m.DNA_530571"	13270	99.79
"195871"	"SCOR.D2.85m.DNA_530610"	38500	99.4
"195905"	"SCOR.D2.85m.DNA_530641"	32940	99
"196009"	"SCOR.D2.85m.DNA_530739"	39646	98.88
"196038"	"SCOR.D2.85m.DNA_530768"	8780	99.38
"196114"	"SCOR.D2.85m.DNA_530841"	13270	99.6
"196131"	"SCOR.D2.85m.DNA_530858"	26650	99.2
"196151"	"SCOR.D2.85m.DNA_530878"	19082	98.81
"196160"	"SCOR.D2.85m.DNA_530887"	35841	100
"196185"	"SCOR.D2.85m.DNA_530912"	2274	99.76
"196186"	"SCOR.D2.85m.DNA_530913"	27885	99.4
"196203"	"SCOR.D2.85m.DNA_530930"	10939	98.19
"196272"	"SCOR.D2.85m.DNA_530994"	23633	99.16
"196280"	"SCOR.D2.85m.DNA_531002"	30591	99.58
"196286"	"SCOR.D2.85m.DNA_531008"	23633	98.95
"196297"	"SCOR.D2.85m.DNA_531019"	28241	98.97
"196304"	"SCOR.D2.85m.DNA_531026"	49468	100
"196328"	"SCOR.D2.85m.DNA_531050"	14519	98.99
"196343"	"SCOR.D2.85m.DNA_531065"	26650	97.44
"196350"	"SCOR.D2.85m.DNA_531072"	26650	99.28
"196391"	"SCOR.D2.85m.DNA_531112"	2274	98.1
"196405"	"SCOR.D2.85m.DNA_531126"	12385	99.79
"196410"	"SCOR.D2.85m.DNA_531131"	42840	99.55
"196411"	"SCOR.D2.85m.DNA_531132"	10202	99.79
"196449"	"SCOR.D2.85m.DNA_531169"	28241	99.38
"196494"	"SCOR.D2.85m.DNA_531210"	23633	98.95
"196585"	"SCOR.D2.85m.DNA_531299"	41856	98.52
"196602"	"SCOR.D2.85m.DNA_531315"	19082	99.4
"196669"	"SCOR.D2.85m.DNA_531383"	7561	98.83
"196684"	"SCOR.D2.85m.DNA_531398"	35162	99.38
"196744"	"SCOR.D2.85m.DNA_531457"	26650	100
"196763"	"SCOR.D2.85m.DNA_531476"	17737	97.52
"196775"	"SCOR.D2.85m.DNA_531488"	4362	98.56
"196818"	"SCOR.D2.85m.DNA_531530"	12385	99.18
"196843"	"SCOR.D2.85m.DNA_531556"	17737	97.72
"196846"	"SCOR.D2.85m.DNA_531559"	12385	96.14
"196850"	"SCOR.D2.85m.DNA_531563"	19082	99.8
"197075"	"SCOR.D2.85m.DNA_531783"	8780	99.79
"197086"	"SCOR.D2.85m.DNA_531794"	32940	96.99
"197173"	"SCOR.D2.85m.DNA_531881"	14519	99.76
"197190"	"SCOR.D2.85m.DNA_531898"	4362	99.79
"197202"	"SCOR.D2.85m.DNA_531910"	23633	98.72
"197213"	"SCOR.D2.85m.DNA_531920"	4362	98.76
"197256"	"SCOR.D2.85m.DNA_531963"	2274	100
"197309"	"SCOR.D2.85m.DNA_532016"	2274	99.76
"197386"	"SCOR.D2.85m.DNA_532093"	4362	99.38
"197387"	"SCOR.D2.85m.DNA_532094"	35162	99
"197397"	"SCOR.D2.85m.DNA_532104"	7561	98.36
"197399"	"SCOR.D2.85m.DNA_532106"	28241	99.59
"197429"	"SCOR.D2.85m.DNA_532136"	19082	99.2
"197566"	"SCOR.D2.85m.DNA_532272"	14519	99.6
"197599"	"SCOR.D2.85m.DNA_532303"	23633	98.11
"197602"	"SCOR.D2.85m.DNA_532306"	8780	98.74
"197610"	"SCOR.D2.85m.DNA_532313"	8780	99.57
"197728"	"SCOR.D2.85m.DNA_532430"	27885	99.21
"197771"	"SCOR.D2.85m.DNA_532473"	41856	98.38
"197909"	"SCOR.D2.85m.DNA_532612"	17547	100
"197912"	"SCOR.D2.85m.DNA_532615"	18459	99.4
"197913"	"SCOR.D2.85m.DNA_532616"	23633	99.37
"197961"	"SCOR.D2.85m.DNA_532664"	13270	99.59
"197970"	"SCOR.D2.85m.DNA_532673"	19082	100
"197990"	"SCOR.D2.85m.DNA_532693"	35162	99.59
"198043"	"SCOR.D2.85m.DNA_532744"	12385	98.28
"198049"	"SCOR.D2.85m.DNA_532750"	4362	99.17
"198119"	"SCOR.D2.85m.DNA_532819"	17737	99.38
"198190"	"SCOR.D2.85m.DNA_532889"	8780	98.54
"198214"	"SCOR.D2.85m.DNA_532912"	41598	99.77
"198245"	"SCOR.D2.85m.DNA_532942"	35162	99.18
"198259"	"SCOR.D2.85m.DNA_532956"	28241	99.38
"198327"	"SCOR.D2.85m.DNA_533023"	35841	99.2
"198328"	"SCOR.D2.85m.DNA_533024"	2962	97.21
"198337"	"SCOR.D2.85m.DNA_533033"	23633	99.16
"198376"	"SCOR.D2.85m.DNA_533071"	10557	99.58
"198409"	"SCOR.D2.85m.DNA_533103"	23633	99.37
"198446"	"SCOR.D2.85m.DNA_533140"	41856	97.27
"198447"	"SCOR.D2.85m.DNA_533141"	17737	99.76
"198515"	"SCOR.D2.85m.DNA_533208"	23633	99.16
"198549"	"SCOR.D2.85m.DNA_533241"	35841	99.8
"198559"	"SCOR.D2.85m.DNA_533251"	30591	98.52
"198560"	"SCOR.D2.85m.DNA_533252"	12385	99.78
"198625"	"SCOR.D2.85m.DNA_533312"	8780	98.98
"198635"	"SCOR.D2.85m.DNA_533320"	23633	99.16
"198706"	"SCOR.D2.85m.DNA_533389"	10939	98.11
"198730"	"SCOR.D2.85m.DNA_533412"	26650	100
"198771"	"SCOR.D2.85m.DNA_533452"	32940	99.76
"198826"	"SCOR.D2.85m.DNA_533507"	26650	98.54
"198956"	"SCOR.D2.85m.DNA_533637"	12385	98.28
"199000"	"SCOR.D2.85m.DNA_533681"	12385	99.15
"199020"	"SCOR.D2.85m.DNA_533700"	23633	99.58
"199046"	"SCOR.D2.85m.DNA_533726"	35841	99.78
"199074"	"SCOR.D2.85m.DNA_533754"	8780	98.38
"199118"	"SCOR.D2.85m.DNA_533799"	41856	98.11
"199129"	"SCOR.D2.85m.DNA_533810"	23633	98.49
"199148"	"SCOR.D2.85m.DNA_533829"	2962	98.11
"199161"	"SCOR.D2.85m.DNA_533841"	17547	98.95
"199204"	"SCOR.D2.85m.DNA_533882"	41856	97.9
"199242"	"SCOR.D2.85m.DNA_533921"	26650	99.01
"199277"	"SCOR.D2.85m.DNA_533956"	12385	99.18
"199343"	"SCOR.D2.85m.DNA_534020"	23633	97.93
"199376"	"SCOR.D2.85m.DNA_534052"	23633	99.58
"199424"	"SCOR.D2.85m.DNA_534100"	30591	98.73
"199436"	"SCOR.D2.85m.DNA_534112"	19082	100
"199451"	"SCOR.D2.85m.DNA_534127"	2274	100
"199456"	"SCOR.D2.85m.DNA_534132"	30591	100
"199468"	"SCOR.D2.85m.DNA_534144"	28241	99.17
"199503"	"SCOR.D2.85m.DNA_534178"	12385	100
"199715"	"SCOR.D2.85m.DNA_534383"	30591	99.1
"199724"	"SCOR.D2.85m.DNA_534392"	23633	97.49
"199734"	"SCOR.D2.85m.DNA_534402"	4362	99.38
"199763"	"SCOR.D2.85m.DNA_534431"	28241	99.38
"199780"	"SCOR.D2.85m.DNA_534447"	19082	99.6
"199797"	"SCOR.D2.85m.DNA_534464"	42840	99.8
"199848"	"SCOR.D2.85m.DNA_534512"	13270	99.8
"199861"	"SCOR.D2.85m.DNA_534525"	27885	99.6
"199883"	"SCOR.D2.85m.DNA_534547"	23633	98.32
"199905"	"SCOR.D2.85m.DNA_534569"	42840	97.62
"199912"	"SCOR.D2.85m.DNA_534576"	28241	99.38
"199942"	"SCOR.D2.85m.DNA_534606"	23633	98.53
"199977"	"SCOR.D2.85m.DNA_534638"	7561	98.52
"200045"	"SCOR.D2.85m.DNA_534704"	23633	98.95
"200143"	"SCOR.D2.85m.DNA_534801"	49468	100
"200208"	"SCOR.D2.85m.DNA_534866"	12385	98.5
"200219"	"SCOR.D2.85m.DNA_534877"	41856	98.52
"200294"	"SCOR.D2.85m.DNA_534952"	12385	100
